case_id,activity,repeat_count,rework_type,is_loop_rework
declaration 44585,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 44646,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 44692,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 44734,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 44750,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 44774,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 44774,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 44774,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 44802,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 44833,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 44846,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 45001,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 4501,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 45014,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 45035,Permit SUBMITTED by EMPLOYEE,3,major,True
declaration 45035,Permit APPROVED by ADMINISTRATION,3,major,True
declaration 45035,Permit REJECTED by BUDGET OWNER,2,minor,True
declaration 45035,Permit REJECTED by EMPLOYEE,2,minor,True
declaration 45113,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 45113,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 45297,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 45310,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 45310,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 45310,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 45355,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 45355,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 45355,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 45441,Permit SUBMITTED by EMPLOYEE,3,major,True
declaration 45441,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 45441,Permit APPROVED by BUDGET OWNER,2,minor,True
declaration 45441,Permit REJECTED by EMPLOYEE,2,minor,True
declaration 45441,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 45441,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 45496,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 45496,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 45537,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 45576,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 45576,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 45607,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 45680,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 45680,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 45682,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 45682,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 45682,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 45712,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 45712,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 45712,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 45728,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 45743,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 45743,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 45743,Declaration REJECTED by EMPLOYEE,3,major,True
declaration 45768,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 45768,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 45768,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 45959,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 45986,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 46006,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 46025,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 4604,Declaration SUBMITTED by EMPLOYEE,4,major,True
declaration 4604,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 4604,Declaration REJECTED by EMPLOYEE,3,major,True
declaration 4604,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 4604,Declaration APPROVED by BUDGET OWNER,2,minor,True
declaration 46044,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 46044,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 46044,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 46127,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 46127,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 46127,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 46170,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 46170,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 46170,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 46221,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 46254,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 46254,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 46254,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 46273,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 46273,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 46273,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 46291,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 46291,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 46291,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 46309,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 46383,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 46466,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 46466,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 46466,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 46528,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 46552,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 4666,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 46708,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 46731,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 46731,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 46733,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 46733,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 46871,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 46889,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 46889,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 46889,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 46974,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 46991,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47073,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47106,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 4717,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47171,Send Reminder,2,minor,False
declaration 47171,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47191,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47235,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47266,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47431,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 4745,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47452,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47468,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47468,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 47499,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47566,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 4758,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47622,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 47622,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 47659,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47772,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47836,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47850,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 47850,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 47850,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47902,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 47974,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 47974,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 48015,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 4811,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 48191,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 48237,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 4831,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 4831,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 4831,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 48378,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 48405,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 4851,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 48656,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 48656,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 48728,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 48750,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 48796,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 4881,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 48907,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 49011,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 49011,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 49011,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 49141,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 49141,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 49141,Permit APPROVED by BUDGET OWNER,2,minor,True
declaration 49141,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 49141,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 49141,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 49273,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 49375,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 49429,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 49429,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 49429,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 49490,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 49503,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 49543,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 4958,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 49599,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 4975,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 4975,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 49755,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 49768,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 49879,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 49926,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 49994,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 50041,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 50110,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 50187,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 50234,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 50234,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 50234,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 50287,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 5034,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 50363,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 50400,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 50400,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 50400,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 50416,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 50447,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 50528,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 50528,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 50578,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 50578,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 506,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 50910,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 50910,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 50941,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 51073,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 5108,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 51178,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 51178,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 51178,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 51307,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 51342,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 51355,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 51368,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 51477,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 51612,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 51668,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 51709,Declaration SUBMITTED by EMPLOYEE,4,major,True
declaration 51709,Declaration REJECTED by ADMINISTRATION,3,major,True
declaration 51709,Declaration REJECTED by EMPLOYEE,3,major,True
declaration 51804,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 51804,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 51820,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 51836,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 51836,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 51836,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 51854,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 51894,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 51909,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 5191,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 52045,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 52077,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 52122,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 52152,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 52194,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 52207,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 52243,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 52272,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 52320,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 52320,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 52428,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 52443,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 52561,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 52580,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 52580,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 52580,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 52719,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 52734,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 52803,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 52803,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 52803,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 52853,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 53030,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 53030,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 53072,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 53167,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 53167,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 53167,Declaration APPROVED by BUDGET OWNER,2,minor,True
declaration 53252,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 53252,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 53252,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 53288,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 53305,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 53326,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 53450,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 53465,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 53503,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 53503,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 53503,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 53519,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 53547,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 53567,Permit SUBMITTED by EMPLOYEE,3,major,True
declaration 53567,Permit REJECTED by ADMINISTRATION,2,minor,True
declaration 53567,Permit REJECTED by EMPLOYEE,2,minor,True
declaration 53567,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 53567,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 53567,Declaration APPROVED by BUDGET OWNER,2,minor,True
declaration 53724,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 53791,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 53861,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 53902,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 54016,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 54057,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 5408,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 54120,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 54151,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 54257,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 54257,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 54271,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 54284,Declaration SUBMITTED by EMPLOYEE,4,major,True
declaration 54284,Declaration REJECTED by EMPLOYEE,3,major,True
declaration 54284,Declaration APPROVED by ADMINISTRATION,3,major,True
declaration 54284,Declaration REJECTED by SUPERVISOR,2,minor,True
declaration 54479,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 545,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 545,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 54548,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 54548,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 54548,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 5459,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 54599,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 54622,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 54660,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 54789,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 54789,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 54789,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 54830,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 54855,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 54873,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 54926,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 55009,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 55024,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 55037,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 55116,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 55182,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 55197,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 55214,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 55214,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 55214,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 55276,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 55289,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 55289,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 55289,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 55400,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 55413,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 55438,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 5570,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 55761,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 55780,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 55780,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 55796,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 55836,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 55836,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 55836,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 5584,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 55915,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 56022,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 56057,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 56084,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 56084,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 56084,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 5610,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 56197,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 56197,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 56197,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 56215,Declaration SUBMITTED by EMPLOYEE,4,major,True
declaration 56215,Declaration REJECTED by ADMINISTRATION,3,major,True
declaration 56215,Declaration REJECTED by EMPLOYEE,3,major,True
declaration 56238,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 56496,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 56519,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 56544,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 56557,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 56602,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 56602,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 56602,Permit APPROVED by BUDGET OWNER,2,minor,True
declaration 56636,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 5665,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 56685,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 56698,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 56716,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 56818,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 5682,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 56837,Declaration SUBMITTED by EMPLOYEE,4,major,True
declaration 56837,Declaration REJECTED by ADMINISTRATION,3,major,True
declaration 56837,Declaration REJECTED by EMPLOYEE,3,major,True
declaration 56951,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 5698,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 57024,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 57024,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 57024,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 57080,Declaration SUBMITTED by EMPLOYEE,4,major,True
declaration 57080,Declaration REJECTED by ADMINISTRATION,3,major,True
declaration 57080,Declaration REJECTED by EMPLOYEE,3,major,True
declaration 57118,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 5712,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 57143,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 57168,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 57195,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 57312,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 57445,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 57515,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 57515,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 57515,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 57586,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 5759,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 57652,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 57715,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 5773,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 57740,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 57847,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 57876,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 57893,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 57893,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 57913,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 57979,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 57979,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 57979,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 58007,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 58063,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 58063,Declaration APPROVED by ADMINISTRATION,2,minor,True
declaration 58099,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 58099,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 58099,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 58142,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 58155,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 58218,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 58218,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 58218,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 58278,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 58278,Declaration REJECTED by ADMINISTRATION,2,minor,True
declaration 58278,Declaration REJECTED by EMPLOYEE,2,minor,True
declaration 58319,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 58319,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 5834,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 58408,Permit SUBMITTED by EMPLOYEE,2,minor,True
declaration 58408,Permit APPROVED by ADMINISTRATION,2,minor,True
declaration 58433,Declaration SUBMITTED by EMPLOYEE,2,minor,True
declaration 5855,Declaration SUBMITTED by EMPLOYEE,3,major,True
declaration 5855,Declaration REJECTED by ADMINISTRATION,2,minor,True
